Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/USA/CA-CDC-FG-020352/2021	EPI_ISL_1667348	2021-04-10	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3			B.1.429	GH
hCoV-19/USA/CA-CDC-FG-020353/2021	EPI_ISL_1667349	2021-04-10	North America / USA / California	Human	Original	Nasal swab		Illumina NovaSeq	BWA; iVar 1.3			B.1.429	GH
hCoV-19/USA/CT-CDC-LC0041243/2021	EPI_ISL_1681569	2021-04-10	North America / USA / Connecticut	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Stretches of NNNs (3.44% of overall sequence). Gap of 2 nucleotides when compared to the reference sequence.	warn	B.1	GH
hCoV-19/USA/RI-CDC-LC0041413/2021	EPI_ISL_1681570	2021-04-10	North America / USA / Rhode Island	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Stretches of NNNs (3.44% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.526.2	GH
hCoV-19/USA/FL-CDC-LC0041352/2021	EPI_ISL_1681571	2021-04-10	North America / USA / Florida	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/WI-CDC-LC0041405/2021	EPI_ISL_1681572	2021-04-11	North America / USA / Wisconsin	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Gap of 15 nucleotides when compared to the reference sequence.	info	B.1.1	GR
hCoV-19/USA/GA-CDC-LC0041365/2021	EPI_ISL_1681573	2021-04-11	North America / USA / Georgia	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Stretches of NNNs (3.53% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/GA-CDC-LC0041368/2021	EPI_ISL_1681574	2021-04-10	North America / USA / Georgia	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/GA-CDC-LC0041181/2021	EPI_ISL_1681575	2021-04-11	North America / USA / Georgia	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/GA-CDC-LC0041238/2021	EPI_ISL_1681576	2021-04-10	North America / USA / Georgia	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Stretches of NNNs (3.44% of overall sequence). NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/GA-CDC-LC0041313/2021	EPI_ISL_1681577	2021-04-11	North America / USA / Georgia	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Stretches of NNNs (3.53% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.526	GH
hCoV-19/USA/GA-CDC-LC0041297/2021	EPI_ISL_1681578	2021-04-11	North America / USA / Georgia	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Stretches of NNNs (3.54% of overall sequence). Gap of 18 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/GA-CDC-LC0041341/2021	EPI_ISL_1681579	2021-04-11	North America / USA / Georgia	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/GA-CDC-LC0041385/2021	EPI_ISL_1681580	2021-04-11	North America / USA / Georgia	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/GA-CDC-LC0041317/2021	EPI_ISL_1681581	2021-04-11	North America / USA / Georgia	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/GA-CDC-LC0041380/2021	EPI_ISL_1681582	2021-04-11	North America / USA / Georgia	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/GA-CDC-LC0041416/2021	EPI_ISL_1681583	2021-04-10	North America / USA / Georgia	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/GA-CDC-LC0041345/2021	EPI_ISL_1681584	2021-04-11	North America / USA / Georgia	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Stretches of NNNs (3.53% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.526	GH
hCoV-19/USA/NJ-CDC-LC0041293/2021	EPI_ISL_1681585	2021-04-11	North America / USA / New Jersey	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence.	info	P.1	GR
hCoV-19/USA/FL-CDC-LC0041318/2021	EPI_ISL_1681586	2021-04-11	North America / USA / Florida	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 16 nucleotides when compared to the reference sequence.	info	B.1.1.7	GR
hCoV-19/USA/FL-CDC-LC0041270/2021	EPI_ISL_1681587	2021-04-11	North America / USA / Florida	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Stretches of NNNs (3.53% of overall sequence). NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/FL-CDC-LC0041430/2021	EPI_ISL_1681588	2021-04-11	North America / USA / Florida	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Gap of 13 nucleotides when compared to the reference sequence.	info	B.1.526.1	GH
hCoV-19/USA/GA-CDC-LC0041409/2021	EPI_ISL_1681589	2021-04-10	North America / USA / Georgia	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Long stretches of NNNs (6.15% of overall sequence). NS8 without BLAST coverage.	alert	B.1.429	GH
hCoV-19/USA/FL-CDC-LC0041192/2021	EPI_ISL_1681590	2021-04-11	North America / USA / Florida	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Stretches of NNNs (3.44% of overall sequence). NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/FL-CDC-LC0041246/2021	EPI_ISL_1681591	2021-04-11	North America / USA / Florida	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/FL-CDC-LC0041342/2021	EPI_ISL_1681592	2021-04-11	North America / USA / Florida	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/GA-CDC-LC0041187/2021	EPI_ISL_1681593	2021-04-12	North America / USA / Georgia	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Stretches of NNNs (3.53% of overall sequence). Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/LA-CDC-LC0041301/2021	EPI_ISL_1681594	2021-04-12	North America / USA / Louisiana	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Stretches of NNNs (3.53% of overall sequence).	warn	B.1.429	GH
hCoV-19/USA/TN-CDC-LC0041391/2021	EPI_ISL_1681595	2021-04-12	North America / USA / Tennessee	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Stretches of NNNs (3.45% of overall sequence). Gap of 18 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/GA-CDC-LC0041294/2021	EPI_ISL_1681596	2021-04-12	North America / USA / Georgia	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/DC-CDC-LC0041179/2021	EPI_ISL_1681597	2021-04-12	North America / USA / District of Columbia	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Long stretches of NNNs (6.31% of overall sequence). Gap of 12 nucleotides when compared to the reference sequence. NS8 without BLAST coverage.	alert	B.1.526.1	GH
hCoV-19/USA/HI-CDC-LC0041278/2021	EPI_ISL_1681598	2021-04-12	North America / USA / Hawaii	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.526	GH
hCoV-19/USA/DC-CDC-LC0041264/2021	EPI_ISL_1681599	2021-04-12	North America / USA / District of Columbia	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Gap of 1 nucleotides when compared to the reference sequence.	info	B.1.1	GR
hCoV-19/USA/VA-CDC-LC0041349/2021	EPI_ISL_1681600	2021-04-12	North America / USA / Virginia	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Long stretches of NNNs (6.31% of overall sequence). Gap of 9 nucleotides when compared to the reference sequence. NS8 without BLAST coverage.	alert	B.1	G
hCoV-19/USA/FL-CDC-LC0041199/2021	EPI_ISL_1681601	2021-04-12	North America / USA / Florida	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Insertion of 9 nucleotides when compared to the reference sequence.	info	A.2.5	S
hCoV-19/USA/CT-CDC-LC0041256/2021	EPI_ISL_1681602	2021-04-11	North America / USA / Connecticut	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Long stretches of NNNs (9.39% of overall sequence). Gap of 9 nucleotides when compared to the reference sequence. NS8 without BLAST coverage.	alert	B.1.526	GH
hCoV-19/USA/MA-CDC-LC0041300/2021	EPI_ISL_1681603	2021-04-12	North America / USA / Massachusetts	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Long stretches of NNNs (6.95% of overall sequence). Gap of 19 nucleotides when compared to the reference sequence.	alert	B.1	G
hCoV-19/USA/MA-CDC-LC0041245/2021	EPI_ISL_1681604	2021-04-12	North America / USA / Massachusetts	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Long stretches of NNNs (6.20% of overall sequence). Gap of 9 nucleotides when compared to the reference sequence. NS8 without BLAST coverage.	alert	B.1.1.28	G
hCoV-19/USA/MA-CDC-LC0041269/2021	EPI_ISL_1681605	2021-04-12	North America / USA / Massachusetts	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Long stretches of NNNs (6.31% of overall sequence). Gap of 9 nucleotides when compared to the reference sequence. NS8 without BLAST coverage.	alert	B.1.526	GH
hCoV-19/USA/FL-CDC-LC0041209/2021	EPI_ISL_1681606	2021-04-12	North America / USA / Florida	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Long stretches of NNNs (6.35% of overall sequence). Gap of 9 nucleotides when compared to the reference sequence. NS8 without BLAST coverage.	alert	B.1.429	GH
hCoV-19/USA/AL-CDC-LC0041286/2021	EPI_ISL_1681607	2021-04-12	North America / USA / Alabama	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/AL-CDC-LC0041230/2021	EPI_ISL_1681608	2021-04-12	North America / USA / Alabama	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Stretches of NNNs (3.53% of overall sequence). Gap of 18 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/MS-CDC-LC0041252/2021	EPI_ISL_1681609	2021-04-12	North America / USA / Mississippi	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Long stretches of NNNs (6.31% of overall sequence). NS8 without BLAST coverage.	alert	B.1.2	GH
hCoV-19/USA/AL-CDC-LC0041394/2021	EPI_ISL_1681610	2021-04-12	North America / USA / Alabama	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/MS-CDC-LC0041214/2021	EPI_ISL_1681611	2021-04-12	North America / USA / Mississippi	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Long stretches of NNNs (6.31% of overall sequence). Gap of 9 nucleotides when compared to the reference sequence. NS8 without BLAST coverage.	alert	B.1.429	GH
hCoV-19/USA/TN-CDC-LC0041447/2021	EPI_ISL_1681612	2021-04-12	North America / USA / Tennessee	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/MS-CDC-LC0041392/2021	EPI_ISL_1681613	2021-04-12	North America / USA / Mississippi	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/TN-CDC-LC0041292/2021	EPI_ISL_1681614	2021-04-12	North America / USA / Tennessee	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Stretches of NNNs (3.53% of overall sequence). NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/GA-CDC-LC0041423/2021	EPI_ISL_1681615	2021-04-12	North America / USA / Georgia	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/GA-CDC-LC0041417/2021	EPI_ISL_1681616	2021-04-12	North America / USA / Georgia	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Stretches of NNNs (3.53% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/GA-CDC-LC0041240/2021	EPI_ISL_1681617	2021-04-12	North America / USA / Georgia	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Stretches of NNNs (3.54% of overall sequence). Gap of 18 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/GA-CDC-LC0041232/2021	EPI_ISL_1681618	2021-04-11	North America / USA / Georgia	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/GA-CDC-LC0041320/2021	EPI_ISL_1681619	2021-04-12	North America / USA / Georgia	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Stretches of NNNs (3.44% of overall sequence). NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/GA-CDC-LC0041288/2021	EPI_ISL_1681620	2021-04-12	North America / USA / Georgia	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/GA-CDC-LC0041429/2021	EPI_ISL_1681621	2021-04-12	North America / USA / Georgia	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics			B.1.429	GH
hCoV-19/USA/GA-CDC-LC0041236/2021	EPI_ISL_1681622	2021-04-12	North America / USA / Georgia	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/CA-CDC-LC0041308/2021	EPI_ISL_1681623	2021-04-12	North America / USA / California	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/GA-CDC-LC0041375/2021	EPI_ISL_1681624	2021-04-12	North America / USA / Georgia	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Stretches of NNNs (3.44% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/GA-CDC-LC0041434/2021	EPI_ISL_1681625	2021-04-11	North America / USA / Georgia	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Gap of 13 nucleotides when compared to the reference sequence.	info	B.1.1	GR
hCoV-19/USA/FL-CDC-LC0041332/2021	EPI_ISL_1681626	2021-04-12	North America / USA / Florida	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Gap of 1 nucleotides when compared to the reference sequence.	info	R.1	GR
hCoV-19/USA/FL-CDC-LC0041414/2021	EPI_ISL_1681627	2021-04-10	North America / USA / Florida	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.1.312	G
hCoV-19/USA/FL-CDC-LC0041235/2021	EPI_ISL_1681628	2021-04-12	North America / USA / Florida	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Stretches of NNNs (3.45% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.1.348	GR
hCoV-19/USA/FL-CDC-LC0041279/2021	EPI_ISL_1681629	2021-04-12	North America / USA / Florida	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/FL-CDC-LC0041426/2021	EPI_ISL_1681630	2021-04-11	North America / USA / Florida	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Stretches of NNNs (3.53% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/TN-CDC-LC0041287/2021	EPI_ISL_1681631	2021-04-12	North America / USA / Tennessee	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Stretches of NNNs (3.44% of overall sequence). NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/FL-CDC-LC0041464/2021	EPI_ISL_1681632	2021-04-12	North America / USA / Florida	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/MD-CDC-LC0041267/2021	EPI_ISL_1681633	2021-04-11	North America / USA / Maryland	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/MD-CDC-LC0041273/2021	EPI_ISL_1681634	2021-04-11	North America / USA / Maryland	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/MD-CDC-LC0041335/2021	EPI_ISL_1681635	2021-04-12	North America / USA / Maryland	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Stretches of NNNs (3.44% of overall sequence). NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/MD-CDC-LC0041444/2021	EPI_ISL_1681636	2021-04-12	North America / USA / Maryland	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/NH-CDC-LC0041229/2021	EPI_ISL_1681637	2021-04-11	North America / USA / New Hampshire	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Stretches of NNNs (3.49% of overall sequence). Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence. NSP1 without BLAST coverage.	warn	P.1	GR
hCoV-19/USA/FL-CDC-LC0041323/2021	EPI_ISL_1681638	2021-04-11	North America / USA / Florida	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Gap of 12 nucleotides when compared to the reference sequence.	info	B.1	GH
hCoV-19/USA/FL-CDC-LC0041462/2021	EPI_ISL_1681639	2021-04-11	North America / USA / Florida	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Stretches of NNNs (3.56% of overall sequence).	warn	B.1	GH
hCoV-19/USA/FL-CDC-LC0041255/2021	EPI_ISL_1681640	2021-04-11	North America / USA / Florida	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Gap of 18 nucleotides when compared to the reference sequence.	info	B.1	GH
hCoV-19/USA/FL-CDC-LC0041314/2021	EPI_ISL_1681641	2021-04-12	North America / USA / Florida	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 1 nucleotides when compared to the reference sequence.	info	B.1.1	GR
hCoV-19/USA/FL-CDC-LC0041200/2021	EPI_ISL_1681642	2021-04-12	North America / USA / Florida	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Stretches of NNNs (3.44% of overall sequence). Gap of 13 nucleotides when compared to the reference sequence.	warn	B.1.526.1	GH
hCoV-19/USA/TX-CDC-LC0041291/2021	EPI_ISL_1681643	2021-04-11	North America / USA / Texas	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Stretches of NNNs (3.44% of overall sequence). Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence.	warn	P.1	GR
hCoV-19/USA/NY-CDC-LC0041258/2021	EPI_ISL_1681644	2021-04-12	North America / USA / New York	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Long stretches of NNNs (6.34% of overall sequence). Gap of 9 nucleotides when compared to the reference sequence. NS8 without BLAST coverage.	alert	B.1.526.1	GH
hCoV-19/USA/NY-CDC-LC0041212/2021	EPI_ISL_1681645	2021-04-10	North America / USA / New York	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Long stretches of NNNs (6.31% of overall sequence). Gap of 9 nucleotides when compared to the reference sequence. NS8 without BLAST coverage.	alert	B.1.422	GH
hCoV-19/USA/NY-CDC-LC0041401/2021	EPI_ISL_1681646	2021-04-12	North America / USA / New York	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Gap of 18 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/NY-CDC-LC0041408/2021	EPI_ISL_1681647	2021-04-12	North America / USA / New York	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.312	G
hCoV-19/USA/NY-CDC-LC0041442/2021	EPI_ISL_1681648	2021-04-12	North America / USA / New York	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Long stretches of NNNs (6.32% of overall sequence). Gap of 9 nucleotides when compared to the reference sequence. NS8 without BLAST coverage.	alert	B.1.313	GH
hCoV-19/USA/NY-CDC-LC0041299/2021	EPI_ISL_1681649	2021-04-12	North America / USA / New York	Human	Original	Nasal swab		PacBio Sequel II	CLC Genomics	Long stretches of NNNs (6.32% of overall sequence). Gap of 9 nucleotides when compared to the reference sequence. NS8 without BLAST coverage.	alert	B.1.313	GH
hCoV-19/USA/KS-KHEL-0977/2021	EPI_ISL_1697403	2021-04-13	North America / USA / Kansas	Human	Original			ClearLabs	ClearLabs	Long stretches of NNNs (9.86% of overall sequence). Gap of 13 nucleotides when compared to the reference sequence.	alert	B.1.1.7	GR
hCoV-19/USA/KS-KHEL-0978/2021	EPI_ISL_1697404	2021-04-13	North America / USA / Kansas	Human	Original			ClearLabs	ClearLabs	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/KS-KHEL-0979/2021	EPI_ISL_1697405	2021-04-13	North America / USA / Kansas	Human	Original			ClearLabs	ClearLabs	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 30 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/KS-KHEL-0980/2021	EPI_ISL_1697406	2021-04-11	North America / USA / Kansas	Human	Original			ClearLabs	ClearLabs	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/KS-KHEL-0981/2021	EPI_ISL_1697407	2021-04-12	North America / USA / Kansas	Human	Original			ClearLabs	ClearLabs	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/KS-KHEL-0982/2021	EPI_ISL_1697408	2021-04-12	North America / USA / Kansas	Human	Original			ClearLabs	ClearLabs	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 30 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
